Course Title,Rating,Level,Duration,Review,Modules,Instructor,Offered By,Keyword,Course Url
Python Project for Data Science,4.5,Intermediate,8.0,3.837, Crowdsourcing Short squeeze Dashboard ,"Joseph Santarcangelo, Azim Hirjani",IBM,DataScience,https://www.coursera.org/learn/python-project-for-data-science
Data Science Fundamentals with Python and SQL Specialization,4.6,Beginner,10.0,2.603,"Tools for Data Science, Python for Data Science, AI & Development, Python Project for Data Science, Statistics for Data Science with Python, Databases and SQL for Data Science with Python","Svetlana Levitan, Murtaza Haider, Hima Vasudevan, Joseph Santarcangelo, Romeo Kienzler, Rav Ahuja, Aije Egwaikhide, Azim Hirjani",IBM,DataScience,https://www.coursera.org/specializations/data-science-fundamentals-python-sql
Genomic Data Science Specialization,4.4,Intermediate,10.0,5.396,"Introduction to Genomic Technologies, Python for Genomic Data Science, Algorithms for DNA Sequencing, Command Line Tools for Genomic Data Science, Bioconductor for Genomic Data Science, Statistics for Genomic Data Science","Kasper Daniel Hansen, PhD, Ben Langmead, PhD, Jeff Leek, PhD, Liliana Florea, PhD, Mihaela Pertea, PhD, Jacob Pritt, Steven Salzberg, PhD",Johns Hopkins University,DataScience,https://www.coursera.org/specializations/genomic-data-science
Databases and SQL for Data Science with Python,4.6,Beginner,20.0,18.958,"Getting Started with SQL, Introduction to Relational Databases and Tables, Intermediate SQL, Accessing Databases using Python, Course Assignment, Bonus Module: Advanced SQL for Data Engineer (Honors)","Hima Vasudevan, Rav Ahuja",IBM,DataScience,https://www.coursera.org/learn/sql-data-science
Machine Learning Specialization,4.9,Beginner,10.0,19.808,"Supervised Machine Learning: Regression and Classification , Advanced Learning Algorithms, Unsupervised Learning, Recommenders, Reinforcement Learning","Geoff Ladwig, Aarti Bagul, Eddy Shyu, Andrew Ng","Stanford University, DeepLearning.AI",DataScience,https://www.coursera.org/specializations/machine-learning-introduction
IBM Data Engineering Professional Certificate,4.6,Beginner,10.0,3.911,"Introduction to Data Engineering, Python for Data Science, AI & Development, Python Project for Data Engineering, Introduction to Relational Databases (RDBMS), Databases and SQL for Data Science with Python, Hands-on Introduction to Linux Commands and Shell Scripting, Relational Database Administration (DBA), ETL and Data Pipelines with Shell, Airflow and Kafka, Getting Started with Data Warehousing and BI Analytics, Introduction to NoSQL Databases, Introduction to Big Data with Spark and Hadoop, Machine Learning with Apache Spark, Data Engineering Capstone Project","Sandip Saha Joy, Muhammad Yahya, Priya Kapoor, Jeff Grossman, Steve Ryan, IBM Skills Network Team, Abhishek Gagneja, Yan Luo, Hima Vasudevan, Joseph Santarcangelo, Romeo Kienzler, Rav Ahuja, Sam Prokopchuk, Aije Egwaikhide, Ramesh Sannareddy, Sabrina Spillner",IBM,DataScience,https://www.coursera.org/professional-certificates/ibm-data-engineer
Tools for Data Science,4.5,Beginner,18.0,27.993,"Overview of Data Science Tools, Languages of Data Science, Packages, APIs, Datasets and Models,  Jupyter Notebooks and JupyterLab , RStudio & GitHub, Create and Share your Jupyter Notebook, Optional IBM Watson Studio","Aije Egwaikhide, Svetlana Levitan, Romeo Kienzler",IBM,DataScience,https://www.coursera.org/learn/open-source-tools-for-data-science
Data Analysis with Python,4.7,Beginner,15.0,17.564,"Importing Data Sets, Data Wrangling,  Exploratory Data Analysis, Model Development, Model Evaluation and Refinement, Final Assignment",Joseph Santarcangelo,IBM,DataScience,https://www.coursera.org/learn/data-analysis-with-python
Microsoft Power BI Data Analyst Professional Certificate,4.6,Beginner,10.0,1.657,"Preparing  Data for Analysis with Microsoft Excel, Harnessing the Power of Data with Power BI, Extract, Transform and Load Data in Power BI, Data Modeling in Power BI, Data Analysis and Visualization with Power BI, Creative Designing in Power BI , Deploy and Maintain Power BI Assets and Capstone project, Microsoft PL-300 Exam Preparation and Practice", Microsoft,Microsoft,DataScience,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst
Introduction to Statistics,4.6,Beginner,14.0,2.770,"Introduction and Descriptive Statistics for Exploring Data, Producing Data and Sampling, Probability, Normal Approximation and Binomial Distribution, Sampling Distributions and the Central Limit Theorem, Regression, Confidence Intervals, Tests of Significance, Resampling, Analysis of Categorical Data, One-Way Analysis of Variance (ANOVA), Multiple Comparisons",Guenther Walther,Stanford University,DataScience,https://www.coursera.org/learn/stanford-statistics
Applied Data Science Capstone,4.7,Intermediate,13.0,6.923,"Introduction, Exploratory Data Analysis (EDA), Interactive Visual Analytics and Dashboard, Predictive Analysis (Classification), Present Your Data-Driven Insights","Yan Luo, Joseph Santarcangelo",IBM,DataScience,https://www.coursera.org/learn/applied-data-science-capstone
Learn SQL Basics for Data Science Specialization,4.5,Beginner,10.0,9.782,"SQL for Data Science, Data Wrangling, Analysis and AB Testing with SQL, Distributed Computing with Spark SQL, SQL for Data Science Capstone Project","Don Noxon, Sadie St. Lawrence, Conor Murphy, Katrina Glaeser Poole, Brooke Wenig","University of California, Davis",DataScience,https://www.coursera.org/specializations/learn-sql-basics-data-science
Data Science at Scale Specialization,4.1,Intermediate,10.0,539,"Data Manipulation at Scale: Systems and Algorithms, Practical Predictive Analytics: Models and Methods, Communicating Data Science Results, Data Science at Scale - Capstone Project",Bill Howe,University of Washington,DataScience,https://www.coursera.org/specializations/data-science
Fractal Data Science  Professional Certificate,4.4,Beginner,10.0,45,"Structured Approach to Problem Solving, Data Analysis Using SQL, Insights of Power BI, Python for Data Science, Human Decision Making and its Biases, Foundations of Machine Learning , Advanced Machine Learning Algorithms, Data Storytelling","Analytics Vidhya, Fractal Analytics ",Fractal Analytics,DataScience,https://www.coursera.org/professional-certificates/fractal-data-science
Data Science Ethics,4.7,Beginner,14.0,858,"What are Ethics?, History, Concept of Informed Consent, Data Ownership, Privacy, Anonymity, Data Validity, Algorithmic Fairness, Societal Consequences, Code of Ethics, Attributions",H.V. Jagadish,University of Michigan,DataScience,https://www.coursera.org/learn/data-science-ethics
Data Science: Foundations using R Specialization,4.6,Beginner,10.0,5.973,"The Data Scientist’s Toolbox, R Programming, Getting and Cleaning Data, Exploratory Data Analysis, Reproducible Research","Brian Caffo, PhD, Jeff Leek, PhD, Roger D. Peng, PhD",Johns Hopkins University,DataScience,https://www.coursera.org/specializations/data-science-foundations-r
Microsoft Azure Data Scientist Associate (DP-100)  Professional Certificate,4.4,Intermediate,10.0,310,"Create Machine Learning Models in Microsoft Azure, Microsoft Azure Machine Learning for Data Scientists, Build and Operate Machine Learning Solutions with Azure, Perform data science with Azure Databricks, Prepare for DP-100: Data Science on Microsoft Azure Exam", Microsoft,Microsoft,DataScience,https://www.coursera.org/professional-certificates/azure-data-scientist
CertNexus Certified Data Science Practitioner Professional Certificate,4.7,Intermediate,10.0,33,"Address Business Issues with Data Science , Extract, Transform, and Load Data, Analyze Data, Train Machine Learning Models, Finalize a Data Science Project","Megan Smith Branch, Stacey McBrine, Sarah Haq",CertNexus,DataScience,https://www.coursera.org/professional-certificates/certified-data-science-practitioner
Data Science with Databricks for Data Analysts Specialization,4.4,Intermediate,10.0,448,"Apache Spark (TM) SQL for Data Analysts, Data Science Fundamentals for Data Analysts, Applied Data Science for Data Analysts","Mark Roepke, Emma Freeman, Kevin Coyle, Kate Sullivan",Databricks,DataScience,https://www.coursera.org/specializations/data-science-with-databricks-for-data-analysts
Advanced Statistics for Data Science Specialization,4.3,Advanced,10.0,225,"Mathematical Biostatistics Boot Camp 1, Mathematical Biostatistics Boot Camp 2, Advanced Linear Models for Data Science 1: Least Squares, Advanced Linear Models for Data Science 2: Statistical Linear Models","Brian Caffo, PhD",Johns Hopkins University,DataScience,https://www.coursera.org/specializations/advanced-statistics-data-science
Introduction to Data Science in Python,4.5,Intermediate,34.0,26.861,"Fundamentals of Data Manipulation with Python, Basic Data Processing with Pandas, More Data Processing with Pandas, Answering Questions with Messy Data",Christopher Brooks,University of Michigan,DataScience,https://www.coursera.org/learn/python-data-analysis
Data Warehousing for Business Intelligence Specialization,4.5,Advanced,10.0,2.389,"Database Management Essentials, Data Warehouse Concepts, Design, and Data Integration, Relational Database Support for Data Warehouses, Business Intelligence Concepts, Tools, and Applications, Design and Build a Data Warehouse for Business Intelligence Implementation","Michael Mannino, Jahangir Karimi",University of Colorado System,DataScience,https://www.coursera.org/specializations/data-warehousing
Data Mining  Specialization,4.5,Intermediate,10.0,1.960,"Data Visualization, Text Retrieval and Search Engines, Text Mining and Analytics, Pattern Discovery in Data Mining, Cluster Analysis in Data Mining, Data Mining Project","Jiawei Han, ChengXiang Zhai, John C. Hart",University of Illinois at Urbana-Champaign,DataScience,https://www.coursera.org/specializations/data-mining
SQL für Data Science,4.4,Beginner,13.0,21,"Erste Schritte sowie Auswählen und Abrufen von Daten mit SQL, Filtern, Sortieren und Berechnen von Daten mit SQL, Unterabfragen und Verknüpfungen in SQL, Ändern und Analysieren von Daten mit SQL",Sadie St. Lawrence,"University of California, Davis",DataScience,https://www.coursera.org/learn/sql-for-data-science-de
Data Science Foundations: Statistical Inference Specialization,4.3,Intermediate,10.0,127,"Probability Theory: Foundation for Data Science, Statistical Inference for Estimation in Data Science, Statistical Inference and Hypothesis Testing in Data Science Applications","Jem Corcoran, Anne Dougherty",University of Colorado Boulder,DataScience,https://www.coursera.org/specializations/statistical-inference-for-data-science-applications
Process Mining: Data science in Action,4.7,Intermediate,22.0,1.182,"Introduction and Data Mining, Process Models and Process Discovery, Different Types of Process Models, Process Discovery Techniques and Conformance Checking, Enrichment of Process Models, Operational Support and Conclusion",Wil van der Aalst,Eindhoven University of Technology,DataScience,https://www.coursera.org/learn/process-mining
Data Science: Statistics and Machine Learning Specialization,4.6,Intermediate,10.0,586,"Statistical Inference, Regression Models, Practical Machine Learning, Developing Data Products, Data Science Capstone","Brian Caffo, PhD, Jeff Leek, PhD, Roger D. Peng, PhD",Johns Hopkins University,DataScience,https://www.coursera.org/specializations/data-science-statistics-machine-learning
Statistics for Data Science with Python,4.5,Not Provided,14.0,358,"Course Introduction and Python Basics, Introduction & Descriptive Statistics, Data Visualization, Introduction to Probability Distributions, Hypothesis testing, Regression Analysis, Project Case: Boston Housing Data, Final Exam, Other Resources","Aije Egwaikhide, Murtaza Haider",IBM,DataScience,https://www.coursera.org/learn/statistics-for-data-science-python
Data Science Companion,0.0,Beginner,0,0,"Background, Low Code Solutions, Integrating with Other Tools, Scaling to the Cloud",MathWorks Instructors,MathWorks,DataScience,https://www.coursera.org/learn/data-science-companion-matlab
The Power of Statistics,4.8,Advanced,37.0,372,"Introduction to statistics, Probability, Sampling, Confidence intervals, Introduction to hypothesis testing, Course 4 end-of-course project",Google Career Certificates,Google,DataScience,https://www.coursera.org/learn/the-power-of-statistics
Applied Data Science with R Specialization,4.5,Beginner,10.0,124,"Introduction to R Programming for Data Science, SQL for Data Science with R, Data Analysis with R, Data Visualization with R, Data Science with R - Capstone Project","Jeff Grossman, Tiffany Zhu, Gabriela de Queiroz, Yan Luo, Rav Ahuja, Yiwen Li, Saishruthi Swaminathan",IBM,DataScience,https://www.coursera.org/specializations/applied-data-science-r
